book_title,book_genre,book_rate,successfull_book,paperback,hardback,author,number_of_pages,book_length_mm,book_width_mm,book_depth_mm,book_weight_grams,publication_day,publication_month,publication_year,publisher,publication_city,publication_country,language,bestsellers_rank,price_nis
Beach Read,1,4.06,1,1,0,Emily Henry,384.0,210.0,139.0,25.0,340.0,28,7,2020,Penguin Putnam Inc,United States,United States,1,1081,65.12
"What Alice Forgot : From the bestselling author of Big Little Lies, now an award winning TV series",1,4.07,1,1,0,Liane Moriarty,512.0,199.0,135.0,32.0,356.0,27,5,2010,Penguin Books Ltd,London,United Kingdom,1,12039,56.14
The Alchemist,1,3.89,0,1,0,Paulo Coelho,224.0,198.0,129.0,13.0,140.0,12,1,2011,HarperCollins Publishers,London,United Kingdom,1,2921,53.14
The God of Small Things : Winner of the Booker Prize,1,3.95,0,1,0,Arundhati Roy,368.0,198.0,129.0,23.0,260.0,5,5,1998,HarperCollins Publishers,London,United Kingdom,1,7318,52.45
The Seven Deaths of Evelyn Hardcastle : The Sunday Times Bestseller and Winner of the Costa First Novel Award,1,3.88,0,1,0,Stuart Turton,544.0,198.0,129.0,35.0,366.0,4,10,2018,Bloomsbury Publishing PLC,London,United Kingdom,1,1655,59.75
On Earth We're Briefly Gorgeous,1,4.05,1,1,0,Ocean Vuong,256.0,198.0,129.0,16.0,181.0,17,9,2020,Vintage Publishing,London,United Kingdom,1,86,50.58
"Sarah's Key : From Paris to Auschwitz, one girl's journey to find her brother",1,4.16,1,1,0,Tatiana De Rosnay,304.0,197.0,130.0,21.0,208.0,1,5,2013,John Murray Press,London,United Kingdom,1,21777,44.56
The Plague,1,4.01,1,1,0,Albert Camus,272.0,198.0,129.0,15.0,202.0,4,8,2015,Penguin Books Ltd,London,United Kingdom,1,3843,47.85
Fifty Shades Darker : Book Two of the Fifty Shades Trilogy,1,3.83,0,1,0,E L James,544.0,203.0,132.0,35.0,385.55,17,5,2012,"Sourcebooks, Inc",Naperville,United States,1,1138,75.18
Invisible Cities,1,4.1,1,1,0,Italo Calvino,160.0,198.0,129.0,10.0,117.0,2,10,1997,Vintage Publishing,London,United Kingdom,1,2044,49.25
The Queen's Gambit : Now a Major Netflix Drama,1,4.21,1,1,0,Walter Tevis,256.0,196.0,128.0,26.0,227.0,29,10,2020,Orion Publishing Co,London,United Kingdom,1,1377,42.03
Half of a Yellow Sun,1,4.3,1,1,0,Chimamanda Ngozi Adichie,448.0,198.0,129.0,29.0,320.0,15,10,2007,HarperCollins Publishers,London,United Kingdom,1,88393,53.7
Neuromancer,1,3.9,0,1,0,William Gibson,336.0,171.0,105.0,22.0,164.0,1,1,2003,Penguin Putnam Inc,New York,NY,1,1137,47.73
The Bear and The Nightingale : (Winternight Trilogy),1,4.09,1,1,0,Katherine Arden,464.0,198.0,126.0,28.0,300.0,15,12,2017,Cornerstone,London,United Kingdom,1,682,56.14
Sharp Objects,1,3.99,0,1,0,Gillian Flynn,336.0,197.0,128.0,20.0,225.0,3,1,2013,Orion Publishing Co,London,United Kingdom,1,1252,35.66
The Miniaturist,1,3.61,0,1,0,Jessie Burton,448.0,197.0,131.0,28.0,315.0,16,12,2020,Pan Macmillan,London,United Kingdom,1,17582,46.84
Catch-22,1,3.98,0,1,0,Joseph Heller,544.0,198.0,129.0,34.0,373.0,28,6,2011,Vintage Publishing,London,United Kingdom,1,2950,56.67
"Get A Life, Chloe Brown : TikTok made me buy it! The perfect feel good romance",1,3.87,0,1,0,Talia Hibbert,384.0,196.0,128.0,28.0,260.0,5,11,2019,"Little, Brown Book Group",London,United Kingdom,1,259,45.64
Career of Evil : Cormoran Strike Book 3,1,4.19,1,1,0,Robert Galbraith,592.0,196.0,130.0,37.0,405.0,21,4,2016,"Little, Brown Book Group",London,United Kingdom,1,4963,53.01
Frankenstein,1,3.83,0,1,0,Mary Shelley,288.0,198.0,129.0,13.0,202.0,1,5,2012,Penguin Books Ltd,London,United Kingdom,1,775,44.68
The Forty Rules of Love,1,4.13,1,1,0,Elif Shafak,368.0,198.0,129.0,22.0,255.0,2,4,2015,Penguin Books Ltd,London,United Kingdom,1,858,52.11
The Story Of A New Name : Book 2,1,4.41,1,1,0,Elena Ferrante,480.0,210.0,135.0,38.1,503.0,26,6,2015,Europa Editions,New York,United States,1,49923,72.2
The Sailor who Fell from Grace with the Sea,1,3.89,0,1,0,Yukio Mishima,144.0,198.0,129.0,8.0,106.0,29,6,2011,Vintage Publishing,London,United Kingdom,1,12281,49.02
The Visitor : (Jack Reacher 4),1,4.1,1,1,0,Lee Child,528.0,178.0,110.0,31.0,278.0,1,4,2001,Transworld Publishers Ltd,London,United Kingdom,1,10380,58.05
The Road,1,3.97,0,1,0,Cormac McCarthy,304.0,173.0,105.0,16.0,147.0,27,12,2016,Random House USA Inc,New York,United States,1,2890,46.16
The Sense of an Ending,1,3.73,0,1,0,Julian Barnes,160.0,178.0,110.0,12.0,119.0,1,3,2012,Vintage Publishing,London,United Kingdom,1,23554,47.77
The Haunting of Hill House,1,3.83,0,1,0,Shirley Jackson,256.0,198.0,129.0,15.0,191.0,1,10,2009,Penguin Books Ltd,London,United Kingdom,1,3054,53.89
Lincoln in the Bardo : WINNER OF THE MAN BOOKER PRIZE 2017,1,3.75,0,1,0,George Saunders,368.0,198.0,129.0,27.0,298.0,8,2,2018,Bloomsbury Publishing PLC,London,United Kingdom,1,2831,53.24
Blood Meridian,1,4.16,1,1,0,Cormac McCarthy,368.0,197.0,130.0,22.0,263.0,1,1,2010,Pan Macmillan,London,United Kingdom,1,3677,48.19
I'll Give You the Sun,1,4.14,1,1,0,Jandy Nelson,432.0,198.0,129.0,30.0,384.0,2,4,2015,Walker Books Ltd,London,United Kingdom,1,4614,47.53
Afterwards : The Sunday Times and top-ten bestseller,1,3.8,0,1,0,Rosamund Lupton,480.0,198.0,130.0,34.0,380.0,30,3,2015,"Little, Brown Book Group",London,United Kingdom,1,70103,50.06
The Remains of the Day,1,4.14,1,1,0,Kazuo Ishiguro,272.0,198.0,126.0,16.0,212.0,1,4,2010,FABER & FABER,London,United Kingdom,1,1980,51.22
"The Color Purple : The classic, Pulitzer Prize-winning novel",1,4.24,1,1,0,Alice Walker,288.0,198.0,126.0,30.0,260.0,3,1,2018,Orion Publishing Co,London,United Kingdom,1,1434,45.64
The Nickel Boys : Winner of the Pulitzer Prize for Fiction 2020,1,4.25,1,1,0,Colson Whitehead,224.0,196.0,124.0,20.0,196.0,30,6,2020,"Little, Brown Book Group",London,United Kingdom,1,2193,44.31
Bared to You : A Crossfire Novel,1,4.17,1,1,0,Sylvia Day,368.0,198.0,129.0,26.0,340.0,19,7,2012,Penguin Books Ltd,London,United Kingdom,1,62810,53.87
"This is How You Lose the Time War : An epic time-travelling love story, winner of the Hugo and Nebula Awards for Best Novella",1,3.96,0,1,0,Amal El-Mohtar,208.0,196.0,124.0,20.0,162.0,18,7,2019,Quercus Publishing,London,United Kingdom,1,374,46.04
American Dirt : The heartstopping read that will live with you for ever,1,4.36,1,1,0,Jeanine Cummins,480.0,197.0,139.0,30.0,334.0,23,2,2021,Headline Publishing Group,London,United Kingdom,1,999,47.17
The Picture of Dorian Gray,1,4.1,1,1,0,Oscar Wilde,256.0,198.0,129.0,11.0,181.0,28,6,2012,Penguin Books Ltd,London,United Kingdom,1,864,44.25
Eleanor & Park,1,3.99,0,1,0,Rainbow Rowell,336.0,195.0,130.0,21.0,234.0,1,7,2014,Orion Publishing Co,London,United Kingdom,1,18666,42.12
To the Lighthouse,1,3.79,0,1,0,Virginia Woolf,176.0,198.0,129.0,9.0,115.0,5,12,1999,Wordsworth Editions Ltd,Herts,United Kingdom,1,1562,30.22
To Kill A Mockingbird,1,4.27,1,1,0,Harper Lee,320.0,198.0,129.0,19.0,223.0,29,6,2011,Vintage Publishing,London,United Kingdom,1,2816,46.71
The Reason I Jump: one boy's voice from the silence of autism,1,3.81,0,1,0,Naoki Higashida,192.0,197.0,131.0,15.0,172.0,5,6,2014,Hodder & Stoughton,London,United Kingdom,1,990,46.25
Die Trying : (Jack Reacher 2),1,4.04,1,1,0,Lee Child,576.0,178.0,110.0,34.0,302.0,5,1,2011,Transworld Publishers Ltd,London,United Kingdom,1,20593,54.04
Beautiful Disaster,1,4.06,1,1,0,Jamie Mcguire,432.0,198.0,130.0,28.0,302.0,28,8,2012,Simon & Schuster Ltd,London,United Kingdom,1,1871,53.08
The Story Of The Lost Child,1,4.41,1,1,0,Elena Ferrante,480.0,210.0,135.0,38.1,505.0,17,9,2015,Europa Editions,New York,United States,1,9113,72.24
"The Fifth Season : The Broken Earth, Book 1, WINNER OF THE HUGO AWARD",1,4.28,1,1,0,N. K. Jemisin,512.0,196.0,128.0,32.0,350.0,5,10,2016,"Little, Brown Book Group",London,United Kingdom,1,1003,49.44
One Hundred Years of Solitude,1,4.09,1,1,0,Gabriel Garcia Marquez,432.0,200.0,130.0,22.0,320.0,31,8,2000,Penguin Books Ltd,London,United Kingdom,1,1491,56.56
Trainspotting,1,4.06,1,1,0,Irvine Welsh,448.0,198.0,129.0,28.0,309.0,12,10,2004,Vintage Publishing,London,United Kingdom,1,1482,53.22
Our Souls at Night,1,3.91,0,1,0,Kent Haruf,192.0,197.0,130.0,13.0,136.0,17,6,2016,Pan Macmillan,London,United Kingdom,1,18748,43.13
The Great Alone,1,4.36,1,1,0,Kristin Hannah,448.0,196.0,128.0,29.0,318.0,10,1,2019,Pan Macmillan,London,United Kingdom,1,289,53.41
The Sympathizer : Winner of the Pulitzer Prize for Fiction,1,3.97,0,1,0,Viet Thanh Nguyen,384.0,197.0,130.0,26.0,304.0,17,5,2016,"Little, Brown Book Group",London,United Kingdom,1,4531,46.55
Kafka on the Shore,1,4.13,1,1,0,Haruki Murakami,512.0,198.0,129.0,30.0,351.0,6,10,2005,Vintage Publishing,London,United Kingdom,1,565,57.2
Those Who Leave And Those Who Stay,1,4.32,1,1,0,Elena Ferrante,424.0,210.0,135.0,35.56,446.0,18,9,2014,Europa Editions,New York,United States,1,5945,71.02
Frankenstein,1,3.83,0,1,0,Mary Shelley,352.0,198.0,129.0,20.0,258.0,6,5,2003,Penguin Books Ltd,London,United Kingdom,1,7279,42.68
War Horse,1,4.13,1,1,0,Michael Morpurgo,192.0,198.0,129.0,12.0,140.0,29,6,2017,HarperCollins Publishers,London,United Kingdom,1,6481,46.81
Catch-22: 50th Anniversary Edition,1,3.98,0,1,0,Joseph Heller,544.0,198.0,129.0,34.0,373.0,23,6,2011,Vintage Publishing,London,United Kingdom,1,7312,59.59
I Let You Go : The Richard & Judy Bestseller,1,4.05,1,1,0,Clare Mackintosh,384.0,206.0,180.0,26.0,278.0,28,7,2015,"Little, Brown Book Group",London,United Kingdom,1,10533,46.34
Beloved,1,3.9,0,1,0,Toni Morrison,352.0,198.0,129.0,21.0,245.0,24,3,2011,Vintage Publishing,London,United Kingdom,1,7306,55.0
The Couple Next Door : The fast-paced and addictive million-copy bestseller,1,3.8,0,1,0,Shari Lapena,352.0,198.0,127.0,22.0,251.0,20,4,2017,Transworld Publishers Ltd,London,United Kingdom,1,74457,52.02
Season of Storms : A Novel of the Witcher - Now a major Netflix show,1,3.96,0,1,0,Andrzej Sapkowski,368.0,196.0,128.0,26.0,300.0,27,5,2020,Orion Publishing Co,London,United Kingdom,1,148,46.47
The Man Who Died Twice,1,4.51,1,1,0,Richard Osman,432.0,234.0,153.0,31.0,521.0,16,9,2021,Penguin Books Ltd,London,United Kingdom,1,1413,73.06
Moon Over Soho : Book 2 in the #1 bestselling Rivers of London series,1,4.09,1,1,0,Ben Aaronovitch,384.0,196.0,128.0,26.0,260.0,13,10,2011,Orion Publishing Co,London,United Kingdom,1,2936,45.64
The Name of the Rose,1,4.13,1,1,0,Umberto Eco,592.0,198.0,129.0,37.0,405.0,29,6,2011,Vintage Publishing,London,United Kingdom,1,1505,44.49
The No. 1 Ladies' Detective Agency,1,3.8,0,1,0,Alexander McCall Smith,240.0,196.0,126.0,20.0,200.0,5,6,2003,"Little, Brown Book Group",London,United Kingdom,1,4999,38.31
Persuader : (Jack Reacher 7),1,4.11,1,1,0,Lee Child,576.0,178.0,110.0,33.0,294.0,1,4,2004,Transworld Publishers Ltd,London,United Kingdom,1,1624,50.65
The Tattooist of Auschwitz : the heartbreaking and unforgettable international bestseller,1,4.26,1,1,0,Heather Morris,384.0,178.0,110.0,23.0,196.0,6,9,2018,Zaffre,London,United Kingdom,1,5782,45.53
The Bluest Eye,1,4.09,1,1,0,Toni Morrison,240.0,198.0,129.0,15.0,170.0,4,3,1999,Vintage Publishing,London,United Kingdom,1,3075,50.35
Fantastic Beasts and Where to Find Them : The Original Screenplay,1,4.19,1,1,0,J.K. Rowling,304.0,196.0,126.0,22.0,240.0,26,7,2018,"Little, Brown Book Group",London,United Kingdom,1,1998,45.22
The Book Thief : The life-affirming international bestseller as seen on TikTok,1,4.38,1,1,0,Markus Zusak,560.0,198.0,127.0,33.0,377.0,11,10,2016,Transworld Publishers Ltd,London,United Kingdom,1,419,56.57
A Man Called Ove : The life-affirming bestseller that will brighten your day,1,4.35,1,1,0,Fredrik Backman,320.0,177.0,130.0,21.0,174.0,7,5,2015,Hodder & Stoughton,London,United Kingdom,1,1538,49.94
Once Upon a Time in Hollywood : The First Novel By Quentin Tarantino,1,3.93,0,1,0,Quentin Tarantino,320.0,178.0,113.0,30.0,227.0,30,6,2021,Orion Publishing Co,London,United Kingdom,1,4698,44.96
The Girl With All The Gifts : The most original thriller you will read this year,1,3.94,0,1,0,M. R. Carey,512.0,159.0,201.0,35.0,353.0,19,6,2014,"Little, Brown Book Group",London,United Kingdom,1,3442,51.93
Without Fail : (Jack Reacher 6),1,4.15,1,1,0,Lee Child,592.0,178.0,110.0,34.0,302.0,1,4,2003,Transworld Publishers Ltd,London,United Kingdom,1,74938,72.24
A Confederacy of Dunces : 'Probably my favourite book of all time' Billy Connolly,1,3.88,0,1,0,John Kennedy Toole,416.0,181.0,111.0,25.0,226.0,17,6,2011,Penguin Books Ltd,London,United Kingdom,1,4645,51.51
Fifty Shades Freed : Book Three of the Fifty Shades Trilogy,1,3.84,0,1,0,E L James,592.0,203.0,132.0,38.0,408.23,17,5,2012,"Sourcebooks, Inc",Naperville,United States,1,1685,75.96
The Silence of the Girls : From the Booker prize-winning author of Regeneration,1,3.91,0,1,0,Pat Barker,336.0,198.0,129.0,20.0,236.0,18,7,2019,Penguin Books Ltd,London,United Kingdom,1,568,51.71
Post Office,1,3.95,0,1,0,Charles Bukowski,176.0,198.0,129.0,11.0,127.0,29,6,2011,Ebury Publishing,London,United Kingdom,1,6973,49.46
Giovanni's Room,1,4.26,1,1,0,James Baldwin,160.0,181.0,111.0,9.0,98.0,26,10,2012,Penguin Books Ltd,London,United Kingdom,1,1023,45.69
In Praise of Shadows,1,4.08,1,1,0,Junichiro Tanizaki,80.0,198.0,129.0,5.0,64.0,1,9,2006,Vintage Publishing,London,United Kingdom,1,2047,44.99
Hard-Boiled Wonderland and the End of the World,1,4.14,1,1,0,Haruki Murakami,416.0,198.0,129.0,26.0,287.0,1,2,2010,Vintage Publishing,London,United Kingdom,1,4940,53.81
Kindred : The ground-breaking masterpiece,1,4.27,1,1,0,Octavia E. Butler,320.0,196.0,128.0,22.0,220.0,3,5,2018,Headline Publishing Group,London,United Kingdom,1,276,38.73
The Lovely Bones,1,3.83,0,1,0,Alice Sebold,336.0,196.0,130.0,19.0,240.0,6,6,2003,Pan Macmillan,London,United Kingdom,1,11552,47.72
King's Cage : Red Queen Book 3,1,3.96,0,1,0,Victoria Aveyard,528.0,196.0,128.0,38.0,360.0,24,8,2017,Orion Publishing Co,London,United Kingdom,1,832,49.65
Homegoing,1,4.47,1,1,0,Yaa Gyasi,320.0,198.0,129.0,19.0,225.0,5,10,2017,Penguin Books Ltd,London,United Kingdom,1,494,51.49
A Fine Balance : The epic modern classic,1,4.34,1,1,0,Rohinton Mistry,624.0,198.0,126.0,37.0,473.0,19,10,2006,Faber & Faber,London,United Kingdom,1,1983,61.96
Colorless Tsukuru Tazaki and His Years of Pilgrimage,1,3.86,0,1,0,Haruki Murakami,304.0,198.0,129.0,18.0,213.0,2,7,2015,Vintage Publishing,London,United Kingdom,1,2471,51.24
Nine Perfect Strangers : The No 1 bestseller now a major Amazon Prime series,1,3.53,0,1,0,Liane Moriarty,464.0,198.0,129.0,27.0,312.0,5,6,2019,Penguin Books Ltd,London,United Kingdom,1,10292,53.29
The Left Hand of Darkness,1,4.08,1,1,0,Ursula K. Le Guin,336.0,196.0,128.0,24.0,240.0,13,4,2017,Orion Publishing Co,London,United Kingdom,1,558,45.22
Lord of the Flies,1,3.69,0,1,0,William Golding,240.0,198.0,126.0,14.0,188.0,30,12,2010,Faber & Faber,London,United Kingdom,1,621,48.89
Jonathan Livingston Seagull : A Story,1,3.85,0,1,0,Richard Bach,144.0,170.0,128.0,9.0,170.0,29,1,2015,HarperCollins Publishers,London,United Kingdom,1,1764,48.64
The Promise : WINNER OF THE BOOKER PRIZE 2021,1,4.09,1,1,0,Damon Galgut,304.0,215.0,135.0,23.0,306.0,17,6,2021,Vintage Publishing,London,United Kingdom,1,1841,70.26
Echo Burning : (Jack Reacher 5),1,4.02,1,1,0,Lee Child,576.0,178.0,110.0,35.0,310.0,1,4,2002,Transworld Publishers Ltd,London,United Kingdom,1,87708,55.06
Siddhartha,1,4.04,1,1,0,Hermann Hesse,81.0,210.0,133.0,7.62,91.0,23,12,1998,Dover Publications Inc.,New York,United States,1,7035,24.91
The Queen's Gambit : Now a Major Netflix Drama,1,4.21,1,1,0,Walter Tevis,256.0,198.0,132.0,25.0,225.0,14,4,2016,Orion Publishing Co,London,United Kingdom,1,2281,44.91
Entwined With You : Crossfire Book 3,1,4.19,1,1,0,Sylvia Day,368.0,198.0,129.0,26.0,340.0,6,6,2013,Penguin Books Ltd (UK),London,United Kingdom,1,61141,53.87
Call Me By Your Name,1,4.15,1,1,0,Andre Aciman,256.0,198.0,129.0,18.0,251.0,1,4,2009,Atlantic Books,London,United Kingdom,1,40169,48.25
The Lady of the Lake : Witcher 5 - Now a major Netflix show,1,4.14,1,1,0,Andrzej Sapkowski,544.0,196.0,128.0,38.0,420.0,16,5,2020,Orion Publishing Co,London,United Kingdom,1,335,53.32
Rebecca,1,4.23,1,1,0,Daphne Du Maurier,432.0,199.0,133.0,28.0,336.0,3,5,2016,"Little, Brown Book Group",London,United Kingdom,1,707,47.21
Attack on Titan 34,1,4.45,1,1,0,Hajime Isayama,256.0,191.0,127.0,20.0,238.0,19,10,2021,"Kodansha America, Inc",New York,United States,1,286,50.66
The Reluctant Fundamentalist,1,3.71,0,1,0,Mohsin Hamid,224.0,198.0,129.0,14.0,159.0,24,4,2008,Penguin Books Ltd,London,United Kingdom,1,11570,50.12
The Girl Who Saved the King of Sweden,1,3.76,0,1,0,Jonas Jonasson,432.0,198.0,129.0,32.0,400.0,1,5,2014,HarperCollins Publishers,London,United Kingdom,1,24822,57.29
The Catcher in the Rye,1,3.81,0,1,0,J. D. Salinger,240.0,198.0,129.0,15.0,170.0,23,9,2015,Penguin Books Ltd,London,United Kingdom,1,6950,50.35
Sarah's Key,1,4.16,1,1,0,Tatiana De Rosnay,336.0,208.0,140.0,25.0,295.0,30,9,2008,St Martin's Press,New York,United States,1,1965,66.02
Force of Nature,1,3.85,0,1,0,Jane Harper,432.0,153.0,200.0,27.0,336.0,28,6,2018,"Little, Brown Book Group",London,United Kingdom,1,3627,47.54
"I, Robot",1,4.21,1,1,0,Isaac Asimov,256.0,198.0,129.0,16.0,180.0,17,5,2018,HarperCollins Publishers,London,United Kingdom,1,3089,50.8
Home Fire : WINNER - WOMEN'S PRIZE FOR FICTION 2018,1,4.05,1,1,0,Kamila Shamsie,288.0,198.0,129.0,22.0,211.0,22,3,2018,Bloomsbury Publishing PLC,London,United Kingdom,1,18652,45.17
The Girl You Left Behind : The No 1 bestselling love story from Jojo Moyes,1,4.0,1,1,0,Jojo Moyes,560.0,198.0,129.0,33.0,383.0,27,9,2012,Penguin Books Ltd,London,United Kingdom,1,11159,56.69
Small Pleasures : Longlisted for the Women's Prize for Fiction 2021,1,3.92,0,1,0,Clare Chambers,368.0,196.0,128.0,14.0,265.0,29,4,2021,Orion Publishing Co,London,United Kingdom,1,255,45.74
Wuthering Heights,1,3.87,0,1,0,Emily Bronte,416.0,198.0,129.0,23.0,303.0,10,11,2004,Penguin Books Ltd,London,United Kingdom,1,23737,43.61
One Hundred Years of Solitude,1,4.09,1,1,0,Gabriel Garcia Marquez,432.0,198.0,129.0,26.0,298.0,6,3,2014,Penguin Books Ltd,London,United Kingdom,1,859,56.1
Sputnik Sweetheart,1,3.83,0,1,0,Haruki Murakami,240.0,198.0,129.0,15.0,170.0,1,12,2006,Vintage Publishing,London,United Kingdom,1,2416,50.35
The Graveyard Book,1,4.13,1,1,0,Neil Gaiman,304.0,198.0,129.0,23.0,220.0,5,10,2009,Bloomsbury Publishing PLC,London,United Kingdom,1,3692,46.64
Cutting For Stone,1,4.29,1,1,0,Abraham Verghese,560.0,198.0,130.0,35.0,380.0,20,1,2010,Vintage Publishing,London,United Kingdom,1,86623,59.74
Gone Girl,1,4.1,1,1,0,Gillian Flynn,512.0,196.0,130.0,34.0,360.0,25,9,2014,Orion Publishing Co,London,United Kingdom,1,2651,43.56
Tikki Tikki Tembo,1,4.19,1,1,0,Arlene Mosel,48.0,254.0,209.0,3.0,174.0,17,4,2007,St Martin's Press,New York,United States,1,21644,45.55
The Enemy : (Jack Reacher 8),1,4.13,1,1,0,Lee Child,576.0,178.0,110.0,33.0,290.0,1,4,2005,Transworld Publishers Ltd,London,United Kingdom,1,75449,54.53
In Five Years,1,3.83,0,1,0,Rebecca Serle,272.0,196.0,128.0,22.0,194.0,1,10,2020,Quercus Publishing,London,United Kingdom,1,464,44.27
Rosemary's Baby : Introduction by Chuck Palanhiuk,1,4.01,1,1,0,Ira Levin,240.0,196.0,126.0,22.0,194.0,23,6,2011,"Little, Brown Book Group",London,United Kingdom,1,1048,35.02
Reflected in You : A Crossfire Novel,1,4.31,1,1,0,Sylvia Day,400.0,198.0,129.0,22.0,255.0,25,10,2012,Penguin Books Ltd,London,United Kingdom,1,2085,52.11
Pride and Prejudice,1,4.27,1,1,0,Jane Austen,448.0,198.0,129.0,19.0,308.0,30,1,2003,Penguin Books Ltd,London,United Kingdom,1,1897,43.71
Almond : A Novel,1,4.23,1,1,0,Won-Pyung Sohn,272.0,203.0,135.0,16.0,201.0,22,7,2021,HarperCollins Publishers Inc,United States,United States,1,273,57.62
We Have Always Lived in the Castle,1,3.97,0,1,0,Shirley Jackson,176.0,198.0,129.0,10.0,134.0,1,10,2009,Penguin Books Ltd,London,United Kingdom,1,1764,52.71
A Thousand Ships,1,4.12,1,1,0,Natalie Haynes,368.0,197.0,130.0,25.0,264.0,6,8,2020,Pan Macmillan,London,United Kingdom,1,1638,45.78
A Wild Sheep Chase,1,3.94,0,1,0,Haruki Murakami,304.0,198.0,129.0,18.0,213.0,1,2,2010,Vintage Publishing,London,United Kingdom,1,5106,54.34
Rules of Civility : The stunning debut by the million-copy bestselling author of A Gentleman in Moscow,1,4.04,1,1,0,Amor Towles,368.0,197.0,129.0,23.0,239.0,2,2,2012,Hodder & Stoughton,London,United Kingdom,1,1178,45.2
The Kite Runner,1,4.32,1,1,0,Khaled Hosseini,368.0,178.0,111.0,27.0,200.0,11,12,2018,Bloomsbury Publishing PLC,London,United Kingdom,1,2197,46.1
Never Let Me Go,1,3.83,0,1,0,Kazuo Ishiguro,304.0,178.0,111.0,18.0,165.0,30,12,2010,Faber & Faber,London,United Kingdom,1,21228,47.75
Purple Hibiscus,1,4.17,1,1,0,Chimamanda Ngozi Adichie,336.0,198.0,129.0,21.0,240.0,1,8,2005,HarperCollins Publishers,London,United Kingdom,1,1766,48.58
Autumn : SHORTLISTED for the Man Booker Prize 2017,1,3.7,0,1,0,Ali Smith,272.0,198.0,129.0,17.0,193.0,7,9,2017,Penguin Books Ltd,London,United Kingdom,1,6685,50.82
Everything I Never Told You : A Novel,1,3.86,0,1,0,Celeste Ng,336.0,196.0,128.0,15.0,238.0,12,5,2015,Penguin Putnam Inc,United States,United States,1,90615,55.95
Such a Fun Age : 'The book of the year' Independent,1,3.84,0,1,0,Kiley Reid,320.0,198.0,129.0,22.0,238.0,29,12,2020,Bloomsbury Publishing PLC,London,United Kingdom,1,580,52.0
