,book_title,book_genre,book_rate,successfull_book,paperback,hardback,author,number_of_pages,book_length_mm,book_width_mm,book_depth_mm,book_weight_grams,publication_day,publication_month,publication_year,publisher,publication_city,publication_country,language,bestsellers_rank,price_nis
141,Mind Gym,sport,4.1,1,1,0,Gary Mack,240,183,178,16,186,16,Jul,2002,McGraw-Hill Education - Europe,New York,NY,English,"24,250",60.93
142,The Immortals,sport,4.38,1,1,0,Arrigo Sacchi,,191,130,20,252,28,Oct,2021,BackPage Press Limited,Glasgow,United Kingdom,English,"3,965",55.15
143,Peak : Secrets from the New Science of Expertise,sport,4.19,1,1,0,Anders Ericsson,336,201,132,25,272,11,Apr,2017,HarperOne,United States,United States,English,"4,908",65.36
144,The Blind Side : Evolution of a Game,sport,4.14,1,1,0,Michael Lewis,352,211,140,23,284,15,Dec,2015,WW Norton & Co,New York,United States,English,"35,367",64.39
145,Natural Born Heroes : The Lost Secrets of Strength and Endurance,sport,3.83,0,1,0,Christopher McDougall,352,198,128,24,289,25,Feb,2016,Profile Books Ltd,London,United Kingdom,English,"12,388",50.56
146,The Paleo Diet for Athletes : The Ancient Nutritional Formula for Peak Athletic Performance,sport,3.65,0,1,0,Loren Cordain,352,228,152,23,369,16,Oct,2012,Rodale Incorporated,Pennsylvania,United States,English,"19,758",72.99
147,Facing Up : A Remarkable Journey to the Summit of Mount Everest,sport,4.25,1,1,0,Bear Grylls,304,198,130,21,220,05,Aug,2011,Pan Macmillan,London,United Kingdom,English,"19,625",54.61
148,The Sanatorium : The spine-tingling breakout Sunday Times bestseller and Reese Witherspoon Book Club Pick,sport,3.41,0,1,0,Sarah Pearse,400,233,154,30,483,18,Feb,2021,Transworld Publishers Ltd,London,United Kingdom,English,"19,506",73.10
149,Why We Swim,sport,3.99,0,1,0,Bonnie Tsui,288,198,126,17,197,05,Aug,2021,Ebury Publishing,London,United Kingdom,English,"2,140",54.01
150,The Unlikely Voyage of Jack De Crow : A Mirror Odyssey from North Wales to the Black Sea,sport,4.27,1,1,0,A. J. Mackinnon,356,228,153,26,549,01,May,2002,Rowman & Littlefield,Lanham,United States,English,"49,441",75.56
151,Putting Out Of Your Mind,sport,4.29,1,1,0,Dr. Bob Rotella,192,198,129,14,133,04,Apr,2005,Simon & Schuster,New York,United States,English,"19,119",44.71
152,Dynamic Alignment Through Imagery,sport,4.26,1,1,0,Eric Franklin,448,279,216,33.02,"1,225",01,Mar,2012,Human Kinetics Publishers,Champaign,IL,English,"72,777",141.59
153,Swim Smooth : The Complete Coaching System for Swimmers and Triathletes,sport,4.35,1,1,0,Paul Newsome,253,253,195,17.53,"1,002",25,Jul,2012,John Wiley & Sons Inc,New York,United States,English,"20,215",95.42
154,Fast After 50 : How to Race Strong for the Rest of Your Life,sport,4.03,1,1,0,Joe Friel,336,228,177,20,635,10,Jan,2015,VeloPress,Boulder,United States,English,"34,730",110.01
155,The Boys in the Boat : Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,sport,4.34,1,1,0,Daniel James Brown,432,215,140,24,340,27,May,2014,Penguin Putnam Inc,New York,United States,English,"83,118",69.81
156,Delavier's Stretching Anatomy,sport,4.4,1,1,0,Frederic Delavier,144,254,178,10.16,567,07,Nov,2011,Human Kinetics Publishers,Champaign,IL,English,"58,942",93.76
157,"Deep : Freediving, Renegade Science and What the Ocean Tells Us About Ourselves",sport,4.44,1,1,0,James Nestor,272,198,129,17,257,07,May,2015,Profile Books Ltd,London,United Kingdom,English,"5,862",52.51
158,Training for the New Alpinism : A Manual for the Climber as Athlete,sport,4.55,1,1,0,Steve House,464,234,190,30.48,"1,545",06,Jan,2016,Patagonia Books,Ventura,United States,English,"5,633",129.85
159,The Art of Peace,sport,4.24,1,1,0,Morihei Ueshiba,128,114,77,8,57,10,Nov,1992,Shambhala Publications Inc,Boston,United States,English,"19,728",41.07
160,It's All About the Bike : The Pursuit of Happiness On Two Wheels,sport,3.97,0,1,0,Robert Penn,208,198,129,12,157,29,Sep,2011,Penguin Books Ltd,London,United Kingdom,English,"20,486",53.18
161,Alive : The Story of the Andes Survivors,sport,4.09,1,1,0,Piers Paul Read,416,171.45,105.66,31.75,213.19,26,Aug,2011,HarperCollins Publishers Inc,New York,NY,English,"78,383",47.34
162,Racing Weight : How to Get Lean for Peak Performance,sport,3.88,0,1,0,Matt Fitzgerald,296,228,155,18,453,01,Dec,2012,VELOPRESS,Boulder,United States,English,"35,002",80.63
163,Diddly Squat : The No 1 Sunday Times bestseller,sport,4.29,1,1,0,Jeremy Clarkson,224,234,153,18,338,11,Nov,2021,Penguin Books Ltd,London,United Kingdom,English,"21,703",76.00
164,Zinn & the Art of Road Bike Maintenance : The World's Best-Selling Bicycle Repair and Maintenance Guide,sport,4.29,1,1,0,Lennard Zinn,488,280,215,35.56,"1,360.78",15,Jan,2016,VeloPress,Boulder,United States,English,"40,960",119.95
165,HWPO : Hard Work Pays Off,sport,4,1,1,0,Mat Fraser,320,208,139,20,414,11,Jan,2022,Potter/Ten Speed/Harmony/Rodale,United States,United States,English,"17,338",78.89
166,What If I Had Never Tried It,sport,4.08,1,1,0,Valentino Rossi,352,178,110,23,206,01,Jun,2006,Cornerstone,London,United Kingdom,English,"24,527",49.76
167,"Self-Coached Climber : The Guide to Movement, Training, Performance",sport,4.21,1,1,0,Dan Hague,240,232,184,11,635,01,Mar,2012,Stackpole Books,Mechanicsburg,PA,English,"69,178",124.25
168,Pep Confidential : The Inside Story of Pep Guardiola's First Season at Bayern Munich,sport,4.12,1,1,0,Marti Perarnau,488,235,155,30,568,01,Apr,2015,Birlinn General,Edinburgh,United Kingdom,English,"21,569",89.76
169,The Stick Book : Loads of things you can make or do with a stick,sport,4.1,1,1,0,Fiona Danks,128,200,140,9.65,267.62,15,Mar,2012,Frances Lincoln Publishers Ltd,London,United Kingdom,English,"72,857",49.81
170,Ocean Prey : THE #1 NEW YORK TIMES BESTSELLER - a Lucas Davenport & Virgil Flowers novel,sport,4.4,1,1,0,John Sandford,432,198,130,26,306,14,Oct,2021,Simon & Schuster Ltd,London,United Kingdom,English,"20,023",53.16
171,Total Competition : Lessons in Strategy from Formula One,sport,3.92,0,1,0,Ross Brawn,336,198,130,1,272,17,Oct,2017,Simon & Schuster Ltd,London,United Kingdom,English,"58,619",50.21
172,Sixteenth Round,sport,4.31,1,1,0,Carter Rubin 'Hurricane',339,227.84,155.19,18.03,489.88,31,Aug,2021,Zephyr Press,Tuscan,United Kingdom,English,"21,926",64.49
173,Easy Wood Carving for Children : Fun Whittling Projects for Adventurous Kids,sport,4.58,1,1,0,Frank Egholm,128,195,178,15.24,348,04,Sep,2018,Floris Books,Edinburgh,United Kingdom,English,"15,595",56.31
174,High-Performance Training for Sports,sport,4.42,1,1,0,David Joyce,392,216,279,25.4,"1,088.62",01,Aug,2014,Human Kinetics Publishers,Champaign,IL,English,"58,768",122.34
175,"Quiet Leadership : Winning Hearts, Minds and Matches",sport,4,1,1,0,Carlo Ancelotti,336,199,133,22,242,01,Sep,2017,Penguin Books Ltd,London,United Kingdom,English,"83,354",58.11
176,Football Hackers : The Science and Art of a Data Revolution,sport,4.29,1,1,0,Christoph Biermann,304,234,153,22,369,30,May,2019,Bonnier Books Ltd,Chichester,United Kingdom,English,"3,308",61.49
177,The Inner Game of Tennis : The Classic Guide to the Mental Side of Peak Performance,sport,4.16,1,1,0,W. Timothy Gallwey,160,204,132,11,142,27,May,1997,Random House USA Inc,New York,United States,English,"22,618",61.39
178,"Me and My Mate Jeffrey : A story of big dreams, tough realities and facing my demons head on",sport,4.24,1,1,0,Niall Breslin,320,197,131,20,226,02,Jun,2016,Hachette Books Ireland,Castleknock,Ireland,English,"18,101",44.93
179,Fever Pitch,sport,3.75,0,1,0,Nick Hornby,256,198,129,15,191,30,Aug,2012,Penguin Books Ltd,London,United Kingdom,English,"23,750",53.89
180,Training for the Uphill Athlete : A Manual for Mountain Runners and Ski Mountaineers,sport,4.6,1,1,0,Steve House,368,260,215,30.48,"1,088.62",28,Mar,2019,Patagonia Books,Ventura,United States,English,"13,730",141.93
181,Lonely Planet Nepal,sport,4.14,1,1,0,Lonely Planet,416,197,128,16,338,15,Dec,2015,Lonely Planet Publications Ltd,Hawthorn,Victoria,English,"23,596",87.05
182,127 Hours : Between a Rock and a Hard Place,sport,3.83,0,1,0,Aron Ralston,368,198,130,27.94,249.48,09,Dec,2010,Simon & Schuster Ltd,London,United Kingdom,English,"23,894",70.92
183,"The Dirtiest Race in History : Ben Johnson, Carl Lewis and the 1988 Olympic 100m Final",sport,4.1,1,1,0,Richard Moore,336,198,129,22.86,272,26,Sep,2013,Bloomsbury Publishing PLC,London,United Kingdom,English,"61,492",60.43
184,I Am The Secret Footballer : Lifting the Lid on the Beautiful Game,sport,3.5,0,1,0,Anon,256,198,126,15,200,05,Sep,2013,Guardian Faber Publishing,London,United Kingdom,English,"23,619",54.38
185,It's Not About The Bike : My Journey Back to Life,sport,3.69,0,1,0,Lance Armstrong,304,198,129,20,236,01,Nov,2004,Vintage Publishing,London,United Kingdom,English,"23,133",61.15
186,Tiger Woods : Shortlisted for the William Hill Sports Book of the Year 2018,sport,4.35,1,1,0,Jeff Benedict,512,198,130,31,376,04,Apr,2019,Simon & Schuster Ltd,London,United Kingdom,English,"55,380",62.82
187,The Inner Game of Golf,sport,4.12,1,1,0,W Timothy Gallwey,272,197,130,17,188,29,Jul,2015,Pan Macmillan,London,United Kingdom,English,"59,046",44.21
188,Ireland's Best Walks,sport,4.5,1,1,0,Helen Fairbairn,226,198,128,17,354,05,Feb,2015,The Collins Press,Cork,Ireland,English,"14,684",69.92
189,Game Of Mah Jong Illustrated,sport,3.65,0,1,0,Patricia Thompson,64,238,180,6.35,204.12,03,Jul,1996,Simon & Schuster Australia,East Roseville,Australia,English,"67,748",76.02
190,The Rider,sport,4.24,1,1,0,Tim Krabbe,160,198,129,12,124,16,Jun,2016,Bloomsbury Publishing Plc,London,United Kingdom,English,"61,236",52.80
191,Hagakure : The Secret Wisdom of the Samurai,sport,4.05,1,1,0,Yamamoto Tsunetomo,288,203,130,25.4,284,27,May,2014,Tuttle Publishing,Boston,United States,English,"12,893",67.37
192,Faster than Lightning: My Autobiography,sport,4.01,1,1,0,Usain Bolt,320,198,129,20,240,01,Jul,2014,HarperCollins Publishers,London,United Kingdom,English,"24,544",56.73
193,The Secret Power of Yoga : A Woman's Guide to the Heart and Spirit of the Yoga Sutras,sport,4.08,1,1,0,Nischala Joy Devi,336,203,130,19,238,20,Mar,2007,Random House USA Inc,New York,United States,English,"24,546",64.29
194,Lonely Planet Philippines,sport,3.94,0,1,0,Lonely Planet,480,197,128,19,386,10,Jul,2018,Lonely Planet Global Limited,Dublin 8,Ireland,English,"24,938",92.06
195,Stillness and Speed : My Story,sport,4.03,1,1,0,Dennis Bergkamp,272,198,130,1,240,08,May,2014,Simon & Schuster Ltd,London,United Kingdom,English,"24,567",49.54
196,"HBR's 10 Must Reads on Managing People (with featured article ""Leadership That Gets Results,"" by Daniel Goleman)",sport,4.02,1,1,0,Daniel Goleman,240,209,139,16,269,09,Feb,2011,Harvard Business Review Press,Boston,MA,English,"25,097",60.16
197,The Nowhere Men,sport,3.74,0,1,0,Michael Calvin,400,198,129,25,277,01,Nov,2014,Cornerstone,London,United Kingdom,English,"24,654",55.67
198,"Supertato Run, Veggies, Run!",sport,4.15,1,1,0,Sue Hendra,32,260,260,7,184,04,May,2017,Simon & Schuster Ltd,London,United Kingdom,English,"58,057",47.77
199,"The Sports Gene : Talent, Practice and the Truth About Success",sport,4.2,1,1,0,David Epstein,352,198,129,22,245,02,Jan,2014,Vintage Publishing,London,United Kingdom,English,"82,564",58.17
200,Barry the Fish with Fingers,sport,3.82,0,1,0,Sue Hendra,32,260,260,5,193,21,Jul,2009,Simon & Schuster Ltd,London,United Kingdom,English,"39,570",47.96
201,Racing Through the Dark : The Fall and Rise of David Millar,sport,4.18,1,1,0,David Millar,368,199,130,23,314,30,Mar,2015,Orion Publishing Co,London,United Kingdom,English,"25,172",51.62
202,Pilates Anatomy,sport,4.38,1,1,0,Rael Isacowitz,272,254,178,15.24,680,22,Nov,2019,Human Kinetics Publishers,Champaign,IL,English,"6,221",99.81
203,Lonely Planet Australia,sport,4.04,1,1,0,Lonely Planet,1112,197,128,44,890,30,Nov,2015,Lonely Planet Publications Ltd,Hawthorn,Victoria,English,"25,235",133.79
204,A Voyage For Madmen : Nine men set out to race each other around the world. Only one made it back ...,sport,4.3,1,1,0,Peter Nichols,352,194,126,28,320,10,Sep,2012,Profile Books Ltd,London,United Kingdom,English,"14,614",51.20
205,Running with the Mind of Meditation : Lessons for Training Body and Mind,sport,3.84,0,1,0,Sakyong Mipham,208,203,130,13,170,09,Apr,2013,Random House USA Inc,New York,United States,English,"113,182",55.46
206,Dark Blue : The Despair Behind the Glory - My Journey Back from the Edge,sport,4.46,1,1,0,Shane Carthy,240,226,155,17,315,01,Apr,2021,O'Brien Press Ltd,Dublin,Ireland,English,"15,003",67.13
207,Have a Nice Day,sport,4.19,1,1,0,Mankind,768,164,165,44,374,03,Oct,2000,HarperCollins Publishers Inc,New York,NY,English,"12,379",54.56
208,The Climb : The Autobiography,sport,4.24,1,1,0,Chris Froome,448,198,129,28,344,01,Nov,2015,Penguin Books Ltd,London,United Kingdom,English,"39,914",57.05
209,You Can't Stop The Sun From Shining,sport,,0,1,0,Sonny Bill Williams,336,232,154,30,460,14,Oct,2021,Hodder & Stoughton,London,United Kingdom,English,"25,853",79.92
210,The Ultimate Survival Medicine Guide : Emergency Preparedness for ANY Disaster,sport,4.57,1,1,0,Joseph Alton,328,229,152,15,535,20,Aug,2015,Skyhorse Publishing,New York,NY,English,"9,109",83.42
211,Surf For Your Life,sport,4.14,1,1,0,Tim Baker,384,197,128,28,272,01,Jun,2012,Random House Australia,Ferntree Gully,VIC,English,"25,370",55.93
212,The Rise of the Ultra Runners : A Journey to the Edge of Human Endurance,sport,4.4,1,1,0,Adharanand Finn,384,198,129,23,317,02,Apr,2020,Guardian Faber Publishing,London,United Kingdom,English,"43,360",56.80
213,"A Course Called Ireland : A Long Walk in Search of a Country, a Pint, and the Next Tee",sport,4.24,1,1,0,Tom Coyne,320,203,135,16,249,11,May,2011,GOTHAM BOOKS,New York,United States,English,"27,172",68.60
214,Bruce Lee The Art of Expressing the Human Body,sport,4.28,1,1,0,Bruce Lee,256,279,216,17.78,765,15,Nov,1998,Tuttle Publishing,Boston,United States,English,"20,796",105.06
215,The Girl on the Dancing Horse : Charlotte Dujardin and Valegro,sport,4.42,1,1,0,Charlotte Dujardin,272,198,129,18,215,21,Feb,2019,Cornerstone,London,United Kingdom,English,"15,654",54.38
216,The Unknown Kimi Raikkonen,sport,3.61,0,1,0,Kari Hotakainen,336,198,130,21,293,09,Aug,2019,Simon & Schuster Ltd,London,United Kingdom,English,"57,911",56.00
217,The Unseen : SHORTLISTED FOR THE MAN BOOKER INTERNATIONAL PRIZE 2017,sport,4.04,1,1,0,Roy Jacobsen,272,196,128,26,191,01,Jun,2017,Quercus Publishing,London,United Kingdom,English,"13,456",46.64
218,"Win or Learn : MMA, Conor McGregor and Me: A Trainer's Journey",sport,4.19,1,1,0,John Kavanagh,240,198,129,15,182,01,Apr,2018,Penguin Books Ltd,London,United Kingdom,English,"81,768",53.70
219,My Life in Red and White : The Sunday Times Number One Bestselling Autobiography,sport,3.57,0,1,0,Arsene Wenger,352,196,126,24,320,27,May,2021,Orion Publishing Co,London,United Kingdom,English,"9,752",46.88
220,Lonely Planet Australia,sport,4.04,1,1,0,Lonely Planet,1104,197,128,43,872,30,Nov,2017,Lonely Planet Global Limited,Dublin 8,Ireland,English,"27,372",123.53
221,The Strength Training Anatomy Workout: v. 2,sport,4.45,1,1,0,Frederic Delavier,352,254,178,25.4,"1,043.26",01,May,2012,Human Kinetics Publishers,Champaign,IL,English,"58,814",95.01
222,"HBR's 10 Must Reads on Communication (with featured article ""The Necessary Art of Persuasion,"" by Jay A. Conger)",sport,3.87,0,1,0,Robert B. Cialdini,208,209,139,18,226,11,Apr,2013,Harvard Business Review Press,United States,United States,English,"63,422",74.75
223,Run Fat Bitch Run : The International Bestseller,sport,3.53,0,1,0,Ruth Field,336,198,128,24,302,22,Jan,2014,"Little, Brown Book Group",London,United Kingdom,English,"66,676",46.51
224,Alone on the Wall : Alex Honnold and the Ultimate Limits of Adventure,sport,3.88,0,1,0,Alex Honnold,320,197,130,20,247,11,Feb,2020,Pan Macmillan,London,United Kingdom,English,"6,352",50.30
225,Running : The Autobiography,sport,3.79,0,1,0,Ronnie O'Sullivan,288,198,131,22,279,06,May,2014,Orion Publishing Co,London,United Kingdom,English,"75,832",48.46
226,How Champions Think : In Sports and in Life,sport,4.13,1,1,0,Dr. Bob Rotella,304,213,140,18,236,02,Jun,2016,SIMON & SCHUSTER,New York,United States,English,"18,221",52.08
227,"The Climbing Bible : Technical, physical and mental training for rock climbing",sport,4.7,1,1,0,Martin Mobraten,352,250,200,28,"1,200",03,Sep,2020,Vertebrate Publishing Ltd,Sheffield,United Kingdom,English,"27,530",140.77
228,Zinn & the Art of Mountain Bike Maintenance : The World's Best-Selling Guide to Mountain Bike Repair,sport,4.18,1,1,0,Lennard Zinn,496,279,216,25,454,12,Feb,2018,Velopress,Boulder,United States,English,"33,244",99.11
229,Mental Game of Poker,sport,4.26,1,1,0,Jared Tendler,264,228.6,152.4,12.7,362.87,04,May,2011,"Jared Tendler, LLC",New York,NY,English,"22,119",93.13
230,Aussie Grit: My Formula One Journey,sport,4.06,1,1,0,Mark Webber,432,198,130,27,290,28,Sep,2016,Pan Macmillan,London,United Kingdom,English,"45,025",51.19
231,The Pocket Atlas Of The Moving Body,sport,4.31,1,1,0,Mel Cash,72,211,160,12,171,03,Jul,2007,Ebury Publishing,London,United Kingdom,English,"24,749",63.30
232,Lone Rider : The First British Woman to Motorcycle Around the World,sport,4.51,1,1,0,Elspeth Beard,320,198,129,23,331,05,Apr,2018,Michael O'Mara Books Ltd,London,United Kingdom,English,"44,249",48.08
233,Sailing For Dummies,sport,3.95,0,1,0,J. J. Isler,432,239,186,22,574,06,Jun,2006,John Wiley & Sons Inc,New York,United States,English,"28,806",68.96
234,The Mechanic : The Secret World of the F1 Pitlane,sport,4.23,1,1,0,Marc 'Elvis' Priestley,256,198,129,16,193,25,Dec,2018,Vintage Publishing,London,United Kingdom,English,"41,835",53.93
235,Winning : The Unforgiving Race to Greatness,sport,4.47,1,1,0,Tim S. Grover,240,216,135,18,244,11,May,2021,Simon & Schuster Ltd,London,United Kingdom,English,"3,609",70.38
236,Your Health : A Corrective System of Exercising That Revolutionizes the Entire Field of Physical Education,sport,3.82,0,1,0,Joseph Hubertus Pilates,64,140,215,4.32,106,31,Dec,1998,Presentation Dynamics Inc,Ashland,OR,English,"58,428",68.25
237,"100 Deadly Skills : A Navy SEAL's Guide to Crushing Your Enemy, Fighting for Your Life, and Embracing Your Inner Badass",sport,3.43,0,1,0,Clint Emerson,326,210,140,17,367,19,Jan,2021,Lioncrest Publishing,,,English,"4,509",76.21
